1 0:-0.17037 1:-0.159664 2:-0.840708 3:-0.769081 4:-0.775387 5:-0.839368 6:-0.839562 7:-1 8:1 9:-1 
1 0:-0.111111 1:-0.109244 2:-0.787611 3:-0.678059 4:-0.67384 5:-0.759052 6:-0.798705 7:-1 8:-1 9:1 
1 0:-0.111111 1:0.0420168 2:-0.80531 3:-0.685143 4:-0.714862 5:-0.766952 6:-0.776781 7:-1 8:1 9:-1 
1 0:-0.0814815 1:-0.0588235 2:-0.778761 3:-0.684434 4:-0.710155 5:-0.669519 6:-0.783757 7:-1 8:-1 9:1 
1 0:-0.0666667 1:-0.0588235 2:-0.761062 3:-0.646538 4:-0.632818 5:-0.739302 6:-0.790732 7:-1 8:1 9:-1 
1 0:-0.0518519 1:0.00840336 2:-0.80531 3:-0.69258 4:-0.735709 5:-0.748519 6:-0.753861 7:-1 8:1 9:-1 
1 0:-0.0222222 1:-0.0252101 2:-0.752212 3:-0.674517 4:-0.693342 5:-0.710336 6:-0.771799 7:-1 8:1 9:-1 
1 0:-0.0222222 1:-0.00840336 2:-0.778761 3:-0.695768 4:-0.745797 5:-0.694536 6:-0.768809 7:-1 8:1 9:-1 
1 0:-0.0222222 1:0.00840336 2:-0.787611 3:-0.740393 4:-0.831876 5:-0.781435 6:-0.730942 7:-1 8:1 9:-1 
1 0:-0.00740741 1:0.0588235 2:-0.778761 3:-0.541704 4:-0.534633 5:-0.643186 6:-0.71998 7:-1 8:-1 9:1 
1 0:-0.00740741 1:0.0420168 2:-0.79646 3:-0.676288 4:-0.70881 5:-0.756419 6:-0.770802 7:-1 8:1 9:-1 
1 0:-0.00740741 1:0.0420168 2:-0.79646 3:-0.600496 4:-0.623403 5:-0.693219 6:-0.736921 7:1 8:-1 9:-1 
1 0:0.00740741 1:0.0252101 2:-0.778761 3:-0.617496 4:-0.62542 5:-0.731402 6:-0.710015 7:-1 8:1 9:-1 
1 0:0.0222222 1:0.092437 2:-0.787611 3:-0.666726 4:-0.72226 5:-0.718236 6:-0.710015 7:-1 8:1 9:-1 
1 0:0.0222222 1:0.12605 2:-0.849558 3:-0.545599 4:-0.605245 5:-0.730086 6:-0.608371 7:-1 8:-1 9:1 
1 0:0.0222222 1:0.0588235 2:-0.769912 3:-0.628829 4:-0.667115 5:-0.724819 6:-0.693074 7:-1 8:-1 9:1 
1 0:0.0518519 1:0.092437 2:-0.787611 3:-0.595537 4:-0.64425 5:-0.662936 6:-0.715994 7:1 8:-1 9:-1 
1 0:0.0814815 1:0.109244 2:-0.814159 3:-0.610058 4:-0.679892 5:-0.673469 6:-0.693074 7:-1 8:-1 9:1 
1 0:0.0814815 1:0.092437 2:-0.761062 3:-0.515849 4:-0.515804 5:-0.589203 6:-0.682113 7:1 8:-1 9:-1 
1 0:0.111111 1:0.142857 2:-0.778761 3:-0.607579 4:-0.63887 5:-0.748519 6:-0.664175 7:-1 8:1 9:-1 
1 0:0.111111 1:0.243697 2:-0.743363 3:-0.338056 4:-0.332885 5:-0.524687 6:-0.567514 7:-1 8:-1 9:1 
1 0:0.111111 1:0.159664 2:-0.778761 3:-0.602975 4:-0.665098 5:-0.673469 6:-0.664175 7:-1 8:1 9:-1 
1 0:0.125926 1:0.159664 2:-0.778761 3:-0.605454 4:-0.659718 5:-0.635286 6:-0.706029 7:-1 8:-1 9:1 
1 0:0.140741 1:0.159664 2:-0.752212 3:-0.491057 4:-0.505716 5:-0.619487 6:-0.6572 7:-1 8:-1 9:1 
1 0:0.155556 1:0.260504 2:-0.769912 3:-0.502391 4:-0.535978 5:-0.628703 6:-0.626308 7:-1 8:1 9:-1 
1 0:0.155556 1:0.159664 2:-0.778761 3:-0.464849 4:-0.466039 5:-0.603687 6:-0.65421 7:-1 8:-1 9:1 
1 0:0.2 1:0.193277 2:-0.752212 3:-0.47689 4:-0.521856 5:-0.533904 6:-0.598406 7:1 8:-1 9:-1 
1 0:0.214815 1:0.260504 2:-0.752212 3:-0.40641 4:-0.496974 5:-0.427255 6:-0.615346 7:1 8:-1 9:-1 
1 0:0.214815 1:0.243697 2:-0.716814 3:-0.439702 4:-0.540013 5:-0.465438 6:-0.574489 7:-1 8:-1 9:1 
1 0:0.244444 1:0.260504 2:-0.734513 3:-0.381973 4:-0.392065 5:-0.577354 6:-0.564524 7:1 8:-1 9:-1 
1 0:0.244444 1:0.277311 2:-0.734513 3:-0.384098 4:-0.361802 5:-0.518104 6:-0.63727 7:1 8:-1 9:-1 
1 0:0.274074 1:0.310924 2:-0.734513 3:-0.30193 4:-0.32347 5:-0.456221 6:-0.506726 7:-1 8:-1 9:1 
1 0:0.288889 1:0.378151 2:-0.734513 3:-0.236409 4:-0.201076 5:-0.457538 6:-0.52865 7:-1 8:-1 9:1 
1 0:0.288889 1:0.361345 2:-0.707965 3:-0.352931 4:-0.462677 5:-0.352205 6:-0.527653 7:-1 8:-1 9:1 
1 0:0.303704 1:0.361345 2:-0.690265 3:-0.1762 4:-0.127102 5:-0.420671 6:-0.394121 7:1 8:-1 9:-1 
1 0:0.303704 1:0.277311 2:-0.752212 3:-0.326368 4:-0.362475 5:-0.431205 6:-0.585451 7:1 8:-1 9:-1 
1 0:0.318519 1:0.344538 2:-0.734513 3:-0.35966 4:-0.450572 5:-0.395655 6:-0.537618 7:-1 8:-1 9:1 
1 0:0.333333 1:0.294118 2:-0.734513 3:-0.383389 4:-0.480834 5:-0.435155 6:-0.514699 7:-1 8:-1 9:1 
1 0:0.333333 1:0.378151 2:-0.734513 3:-0.186117 4:-0.176866 5:-0.371955 6:-0.501744 7:1 8:-1 9:-1 
1 0:0.333333 1:0.361345 2:-0.743363 3:-0.299805 4:-0.392065 5:-0.420671 6:-0.454908 7:1 8:-1 9:-1 
1 0:0.348148 1:0.344538 2:-0.716814 3:-0.264742 4:-0.39341 5:-0.302172 6:-0.428999 7:1 8:-1 9:-1 
1 0:0.362963 1:0.344538 2:-0.725664 3:-0.332035 4:-0.414257 5:-0.452271 6:-0.504733 7:-1 8:-1 9:1 
1 0:0.362963 1:0.378151 2:-0.646018 3:-0.109616 4:-0.139879 5:-0.478604 6:-0.29148 7:-1 8:-1 9:1 
0 0:0.377778 1:0.445378 2:-0.707965 3:-0.32743 4:-0.391392 5:-0.493088 6:-0.451918 7:1 8:-1 9:-1 
1 0:0.377778 1:0.445378 2:-0.716814 3:-0.150699 4:-0.440484 5:-0.24424 6:-0.24564 7:1 8:-1 9:-1 
1 0:0.377778 1:0.546218 2:-0.699115 3:-0.0883655 4:-0.194351 5:-0.225806 6:-0.342302 7:1 8:-1 9:-1 
0 0:0.392593 1:0.445378 2:-0.699115 3:-0.221888 4:-0.312038 5:-0.398288 6:-0.395117 7:1 8:-1 9:-1 
1 0:0.407407 1:0.411765 2:-0.769912 3:-0.40464 4:-0.526564 5:-0.497038 6:-0.50274 7:-1 8:1 9:-1 
0 0:0.422222 1:0.445378 2:-0.725664 3:-0.258367 4:-0.37996 5:-0.393022 6:-0.504733 7:-1 8:-1 9:1 
1 0:0.422222 1:0.277311 2:-0.725664 3:-0.284576 4:-0.359785 5:-0.379855 6:-0.454908 7:1 8:-1 9:-1 
1 0:0.422222 1:0.428571 2:-0.707965 3:-0.241721 4:-0.353732 5:-0.382488 6:-0.381166 7:-1 8:-1 9:1 
0 0:0.437037 1:0.563025 2:-0.690265 3:-0.00230211 4:-0.071957 5:-0.15339 6:-0.312407 7:-1 8:-1 9:1 
0 0:0.437037 1:0.394958 2:-0.681416 3:-0.196742 4:-0.394755 5:-0.146807 6:-0.395117 7:-1 8:-1 9:1 
1 0:0.451852 1:0.394958 2:-0.743363 3:-0.221888 4:-0.30195 5:-0.316656 6:-0.452915 7:-1 8:-1 9:1 
0 0:0.451852 1:0.495798 2:-0.690265 3:-0.214804 4:-0.373235 5:-0.295589 6:-0.347285 7:1 8:-1 9:-1 
1 0:0.451852 1:0.344538 2:-0.734513 3:-0.199929 4:-0.354405 5:-0.278473 6:-0.395117 7:-1 8:-1 9:1 
0 0:0.451852 1:0.428571 2:-0.734513 3:-0.101116 4:-0.112979 5:-0.362739 6:-0.385152 7:-1 8:-1 9:1 
0 0:0.451852 1:0.462185 2:-0.60177 3:-0.0550735 4:-0.0860794 5:-0.319289 6:-0.356253 7:1 8:-1 9:-1 
0 0:0.466667 1:0.512605 2:-0.743363 3:-0.197804 4:-0.322125 5:-0.302172 6:-0.375187 7:1 8:-1 9:-1 
1 0:0.466667 1:0.529412 2:-0.672566 3:-0.074907 4:-0.26967 5:-0.163924 6:-0.251619 7:-1 8:-1 9:1 
1 0:0.481481 1:0.546218 2:-0.637168 3:0.0848238 4:-0.108944 5:-0.120474 6:-0.200797 7:1 8:-1 9:-1 
0 0:0.496296 1:0.546218 2:-0.690265 3:0.0936781 4:-0.0551446 5:-0.040158 6:-0.175884 7:1 8:-1 9:-1 
0 0:0.496296 1:0.529412 2:-0.725664 3:0.0887197 4:-0.139879 5:-0.0572745 6:-0.145989 7:-1 8:-1 9:1 
0 0:0.496296 1:0.512605 2:-0.707965 3:-0.0678236 4:-0.261601 5:-0.207373 6:-0.335326 7:1 8:-1 9:-1 
0 0:0.511111 1:0.647059 2:-0.690265 3:0.0784487 4:-0.207801 5:-0.142857 6:-0.0164425 7:1 8:-1 9:-1 
0 0:0.511111 1:0.546218 2:-0.690265 3:0.0370108 4:-0.0907868 5:-0.199473 6:-0.20578 7:-1 8:-1 9:1 
1 0:0.511111 1:0.495798 2:-0.716814 3:-0.0221356 4:-0.0571621 5:-0.20079 6:-0.366218 7:1 8:-1 9:-1 
1 0:0.511111 1:0.445378 2:-0.752212 3:-0.169116 4:-0.362475 5:-0.360105 6:-0.574489 7:-1 8:-1 9:1 
0 0:0.525926 1:0.630252 2:-0.619469 3:0.100407 4:-0.066577 5:-0.221856 6:-0.118087 7:1 8:-1 9:-1 
0 0:0.525926 1:0.529412 2:-0.619469 3:0.261909 4:0.193679 5:0.0770244 6:-0.166916 7:-1 8:-1 9:1 
0 0:0.540741 1:0.512605 2:-0.707965 3:-0.0281565 4:-0.209146 5:-0.0770244 6:-0.315396 7:-1 8:-1 9:1 
0 0:0.555556 1:0.546218 2:-0.681416 3:-0.0175314 4:-0.201748 5:-0.148124 6:-0.215745 7:1 8:-1 9:-1 
0 0:0.57037 1:0.647059 2:-0.646018 3:0.204533 4:0.119032 5:-0.0164582 6:-0.18585 7:-1 8:-1 9:1 
0 0:0.57037 1:0.529412 2:-0.690265 3:0.0798654 4:-0.125757 5:0.17709 6:-0.315396 7:-1 8:-1 9:1 
0 0:0.57037 1:0.495798 2:-0.663717 3:0.0745529 4:-0.172831 5:0.0204082 6:-0.175884 7:-1 8:-1 9:1 
0 0:0.6 1:0.495798 2:-0.672566 3:0.231804 4:0.0295898 5:-0.144174 6:-0.0692576 7:1 8:-1 9:-1 
0 0:0.6 1:0.546218 2:-0.699115 3:0.140074 4:0.130464 5:-0.195523 6:-0.215745 7:-1 8:-1 9:1 
0 0:0.62963 1:0.579832 2:-0.646018 3:0.261201 4:0.231338 5:-0.125741 6:-0.0842053 7:-1 8:-1 9:1 
0 0:0.659259 1:0.663866 2:-0.699115 3:0.191429 4:0.0121049 5:-0.14154 6:-0.365222 7:1 8:-1 9:-1 
0 0:0.659259 1:0.680672 2:-0.646018 3:0.31468 4:-0.0195024 5:-0.036208 6:0.18286 7:-1 8:-1 9:1 
0 0:0.674074 1:0.697479 2:-0.707965 3:0.185054 4:0.070612 5:0.0770244 6:-0.229696 7:-1 8:-1 9:1 
0 0:0.718519 1:0.714286 2:-0.646018 3:0.489995 4:0.36651 5:-0.0454246 6:-0.0184355 7:-1 8:-1 9:1 
0 0:0.733333 1:0.747899 2:-0.575221 3:0.564016 4:0.815736 5:0.0862409 6:-0.00348779 7:-1 8:-1 9:1 
0 0:0.777778 1:0.731092 2:-0.681416 3:0.324951 4:0.224613 5:0.123107 6:-0.114101 7:-1 8:-1 9:1 
0 0:0.807407 1:0.663866 2:-0.681416 3:0.339472 4:0.265636 5:0.044108 6:-0.116094 7:-1 8:-1 9:1 
1 0:-0.792593 1:-0.613445 2:-0.920354 3:-0.96777 4:-0.97579 5:-0.97235 6:-0.97708 7:-1 8:1 9:-1 
1 0:-0.57037 1:-0.478992 2:-0.902655 3:-0.929874 4:-0.945528 5:-0.95655 6:-0.936223 7:-1 8:1 9:-1 
1 0:-0.540741 1:-0.462185 2:-0.876106 3:-0.915707 4:-0.93813 5:-0.9605 6:-0.922272 7:-1 8:1 9:-1 
1 0:-0.525926 1:-0.411765 2:-0.849558 3:-0.918541 4:-0.934095 5:-0.955234 6:-0.920279 7:-1 8:1 9:-1 
1 0:-0.511111 1:-0.428571 2:-0.840708 3:-0.897645 4:-0.916611 5:-0.911784 6:-0.920279 7:-1 8:1 9:-1 
1 0:-0.422222 1:-0.327731 2:-0.858407 3:-0.882415 4:-0.895091 5:-0.907834 6:-0.903338 7:-1 8:1 9:-1 
1 0:-0.377778 1:-0.310924 2:-0.867257 3:-0.873915 4:-0.880296 5:-0.936801 6:-0.893373 7:-1 8:1 9:-1 
1 0:-0.362963 1:-0.277311 2:-0.867257 3:-0.875686 4:-0.895091 5:-0.918367 6:-0.895366 7:-1 8:1 9:-1 
1 0:-0.362963 1:-0.310924 2:-0.840708 3:-0.860811 4:-0.905178 5:-0.870968 6:-0.887394 7:-1 8:1 9:-1 
1 0:-0.348148 1:-0.277311 2:-0.831858 3:-0.859749 4:-0.903161 5:-0.853851 6:-0.881415 7:-1 8:1 9:-1 
1 0:-0.348148 1:-0.260504 2:-0.867257 3:-0.845228 4:-0.868863 5:-0.885451 6:-0.87145 7:-1 8:1 9:-1 
1 0:-0.348148 1:-0.294118 2:-0.867257 3:-0.870728 4:-0.889711 5:-0.905201 6:-0.893373 7:-1 8:1 9:-1 
1 0:-0.333333 1:-0.277311 2:-0.849558 3:-0.843811 4:-0.875588 5:-0.863068 6:-0.87145 7:-1 8:1 9:-1 
1 0:-0.318519 1:-0.277311 2:-0.831858 3:-0.847353 4:-0.870881 5:-0.880184 6:-0.873443 7:-1 8:1 9:-1 
1 0:-0.303704 1:-0.243697 2:-0.858407 3:-0.848061 4:-0.875588 5:-0.757735 6:-0.863478 7:-1 8:1 9:-1 
1 0:-0.288889 1:-0.226891 2:-0.831858 3:-0.82929 4:-0.880968 5:-0.826201 6:-0.853513 7:-1 8:1 9:-1 
1 0:-0.288889 1:-0.210084 2:-0.823009 3:-0.83354 4:-0.856086 5:-0.897301 6:-0.839562 7:-1 8:1 9:-1 
1 0:-0.274074 1:-0.210084 2:-0.840708 3:-0.833894 4:-0.866846 5:-0.868334 6:-0.85152 7:-1 8:1 9:-1 
1 0:-0.274074 1:-0.243697 2:-0.831858 3:-0.819373 4:-0.841291 5:-0.845951 6:-0.863478 7:-1 8:1 9:-1 
1 0:-0.274074 1:-0.176471 2:-0.840708 3:-0.783248 4:-0.796234 5:-0.853851 6:-0.836572 7:-1 8:1 9:-1 
1 0:-0.259259 1:-0.176471 2:-0.840708 3:-0.822915 4:-0.858104 5:-0.861751 6:-0.843548 7:-1 8:1 9:-1 
1 0:-0.259259 1:-0.226891 2:-0.823009 3:-0.802373 4:-0.829859 5:-0.838051 6:-0.849527 7:-1 8:1 9:-1 
1 0:-0.259259 1:-0.210084 2:-0.823009 3:-0.843811 4:-0.873571 5:-0.878868 6:-0.857499 7:-1 8:1 9:-1 
1 0:-0.2 1:-0.176471 2:-0.840708 3:-0.786081 4:-0.827841 5:-0.814352 6:-0.812656 7:-1 8:1 9:-1 
1 0:-0.2 1:-0.176471 2:-0.840708 3:-0.803081 4:-0.811701 5:-0.849901 6:-0.853513 7:-1 8:1 9:-1 
1 0:-0.185185 1:-0.092437 2:-0.823009 3:-0.779706 4:-0.814391 5:-0.836735 6:-0.810663 7:-1 8:1 9:-1 
1 0:-0.155556 1:-0.092437 2:-0.80531 3:-0.776873 4:-0.819771 5:-0.874918 6:-0.823617 7:-1 8:1 9:-1 
1 0:-0.155556 1:-0.12605 2:-0.858407 3:-0.786789 4:-0.825151 5:-0.847268 6:-0.813652 7:-1 8:1 9:-1 
1 0:-0.125926 1:-0.0588235 2:-0.823009 3:-0.768018 4:-0.827841 5:-0.816985 6:-0.783757 7:-1 8:1 9:-1 
1 0:-0.125926 1:-0.092437 2:-0.80531 3:-0.741456 4:-0.786819 5:-0.790652 6:-0.793722 7:-1 8:1 9:-1 
1 0:-0.0814815 1:-0.0420168 2:-0.831858 3:-0.77156 4:-0.815064 5:-0.832785 6:-0.793722 7:-1 8:1 9:-1 
1 0:-0.0814815 1:-0.0588235 2:-0.80531 3:-0.704268 4:-0.757902 5:-0.777485 6:-0.734928 7:-1 8:1 9:-1 
0 0:-0.0666667 1:0.0252101 2:-0.79646 3:-0.677705 4:-0.720915 5:-0.776169 6:-0.710015 7:-1 8:1 9:-1 
1 0:-0.0518519 1:-0.00840336 2:-0.80531 3:-0.71808 4:-0.764627 5:-0.782752 6:-0.76283 7:-1 8:1 9:-1 
1 0:-0.0518519 1:0.00840336 2:-0.80531 3:-0.700018 4:-0.73033 5:-0.788018 6:-0.743896 7:-1 8:1 9:-1 
1 0:-0.037037 1:0.0588235 2:-0.787611 3:-0.692226 4:-0.748487 5:-0.786702 6:-0.710015 7:-1 8:1 9:-1 
1 0:-0.037037 1:-0.0252101 2:-0.80531 3:-0.723039 4:-0.755884 5:-0.807768 6:-0.763827 7:-1 8:1 9:-1 
1 0:-0.0222222 1:0.00840336 2:-0.778761 3:-0.647955 4:-0.718897 5:-0.741935 6:-0.694071 7:-1 8:1 9:-1 
1 0:-0.00740741 1:0.0252101 2:-0.743363 3:-0.553391 4:-0.621385 5:-0.640553 6:-0.624315 7:-1 8:1 9:-1 
1 0:-0.00740741 1:0.0252101 2:-0.823009 3:-0.697893 4:-0.737054 5:-0.740619 6:-0.779771 7:-1 8:-1 9:1 
1 0:-0.00740741 1:0.0252101 2:-0.778761 3:-0.653976 4:-0.725622 5:-0.65767 6:-0.753861 7:-1 8:1 9:-1 
1 0:0.00740741 1:0.0588235 2:-0.778761 3:-0.665663 4:-0.760592 5:-0.728769 6:-0.65421 7:-1 8:1 9:-1 
1 0:0.00740741 1:0.0588235 2:-0.787611 3:-0.621746 4:-0.663753 5:-0.701119 6:-0.704036 7:-1 8:1 9:-1 
1 0:0.00740741 1:0.00840336 2:-0.716814 3:-0.672747 4:-0.704102 5:-0.722186 6:-0.526657 7:-1 8:-1 9:1 
1 0:0.0222222 1:0.0756303 2:-0.769912 3:-0.574641 4:-0.60659 5:-0.662936 6:-0.684106 7:-1 8:1 9:-1 
1 0:0.037037 1:0.0756303 2:-0.79646 3:-0.674517 4:-0.726967 5:-0.752469 6:-0.717987 7:-1 8:1 9:-1 
1 0:0.037037 1:0.159664 2:-0.761062 3:-0.559412 4:-0.593141 5:-0.662936 6:-0.666168 7:-1 8:1 9:-1 
1 0:0.0518519 1:0.0588235 2:-0.778761 3:-0.667434 4:-0.72226 5:-0.761685 6:-0.704036 7:-1 8:1 9:-1 
1 0:0.0518519 1:0.159664 2:-0.814159 3:-0.574996 4:-0.664425 5:-0.668203 6:-0.624315 7:-1 8:1 9:-1 
1 0:0.0666667 1:0.159664 2:-0.787611 3:-0.565079 4:-0.650303 5:-0.624753 6:-0.617339 7:-1 8:1 9:-1 
1 0:0.0666667 1:0.12605 2:-0.787611 3:-0.5796 4:-0.67115 5:-0.61422 6:-0.658196 7:-1 8:1 9:-1 
1 0:0.0666667 1:0.0756303 2:-0.752212 3:-0.605454 4:-0.68191 5:-0.64582 6:-0.666168 7:-1 8:1 9:-1 
1 0:0.0962963 1:0.142857 2:-0.769912 3:-0.574641 4:-0.623403 5:-0.624753 6:-0.68012 7:-1 8:1 9:-1 
1 0:0.111111 1:0.0756303 2:-0.80531 3:-0.571808 4:-0.597176 5:-0.656353 6:-0.704036 7:1 8:-1 9:-1 
1 0:0.111111 1:0.0252101 2:-0.778761 3:-0.666726 4:-0.757229 5:-0.672153 6:-0.727952 7:-1 8:1 9:-1 
0 0:0.111111 1:-0.00840336 2:-0.814159 3:-0.665309 4:-0.714862 5:-0.677419 6:-0.748879 7:-1 8:1 9:-1 
1 0:0.111111 1:0.142857 2:-0.778761 3:-0.531433 4:-0.570948 5:-0.632653 6:-0.664175 7:-1 8:1 9:-1 
1 0:0.111111 1:0.12605 2:-0.778761 3:-0.597308 4:-0.681237 5:-0.668203 6:-0.63428 7:-1 8:1 9:-1 
1 0:0.125926 1:0.193277 2:-0.743363 3:-0.543829 4:-0.602555 5:-0.581303 6:-0.674141 7:-1 8:1 9:-1 
1 0:0.125926 1:0.12605 2:-0.769912 3:-0.608642 4:-0.6846 5:-0.712969 6:-0.625311 7:-1 8:1 9:-1 
1 0:0.140741 1:0.210084 2:-0.743363 3:-0.402869 4:-0.527236 5:-0.57077 6:-0.429995 7:-1 8:-1 9:1 
1 0:0.140741 1:0.12605 2:-0.787611 3:-0.531078 4:-0.582381 5:-0.61422 6:-0.648231 7:-1 8:1 9:-1 
1 0:0.140741 1:0.092437 2:-0.761062 3:-0.565787 4:-0.650303 5:-0.58262 6:-0.65421 7:-1 8:1 9:-1 
1 0:0.140741 1:0.159664 2:-0.752212 3:-0.538162 4:-0.591123 5:-0.579987 6:-0.666168 7:-1 8:1 9:-1 
1 0:0.140741 1:0.159664 2:-0.725664 3:-0.50062 4:-0.622058 5:-0.57867 6:-0.554559 7:-1 8:-1 9:1 
1 0:0.155556 1:0.226891 2:-0.787611 3:-0.578891 4:-0.6577 5:-0.63002 6:-0.650224 7:-1 8:1 9:-1 
0 0:0.155556 1:0.260504 2:-0.761062 3:-0.55835 4:-0.671822 5:-0.61817 6:-0.577479 7:-1 8:1 9:-1 
1 0:0.155556 1:0.159664 2:-0.743363 3:-0.608288 4:-0.741089 5:-0.65767 6:-0.61435 7:-1 8:1 9:-1 
0 0:0.155556 1:0.226891 2:-0.769912 3:-0.40889 4:-0.497646 5:-0.561554 6:-0.506726 7:-1 8:1 9:-1 
1 0:0.17037 1:0.159664 2:-0.769912 3:-0.536037 4:-0.62004 5:-0.57472 6:-0.65421 7:-1 8:1 9:-1 
1 0:0.185185 1:0.260504 2:-0.699115 3:-0.409244 4:-0.500336 5:-0.523371 6:-0.524664 7:-1 8:1 9:-1 
1 0:0.185185 1:0.243697 2:-0.752212 3:-0.475828 4:-0.570948 5:-0.63397 6:-0.504733 7:-1 8:1 9:-1 
1 0:0.185185 1:0.260504 2:-0.752212 3:-0.420931 4:-0.472091 5:-0.54707 6:-0.54559 7:-1 8:1 9:-1 
0 0:0.185185 1:0.344538 2:-0.752212 3:-0.31291 4:-0.437794 5:-0.329822 6:-0.466866 7:-1 8:-1 9:1 
1 0:0.185185 1:0.226891 2:-0.752212 3:-0.556933 4:-0.664425 5:-0.691903 6:-0.534629 7:-1 8:1 9:-1 
0 0:0.185185 1:0.243697 2:-0.769912 3:-0.491057 4:-0.6039 5:-0.556287 6:-0.554559 7:-1 8:1 9:-1 
1 0:0.185185 1:0.243697 2:-0.761062 3:-0.515495 4:-0.533961 5:-0.59447 6:-0.578475 7:-1 8:1 9:-1 
1 0:0.2 1:0.159664 2:-0.769912 3:-0.515495 4:-0.559516 5:-0.61817 6:-0.644245 7:-1 8:1 9:-1 
1 0:0.2 1:0.0756303 2:-0.787611 3:-0.616788 4:-0.68191 5:-0.697169 6:-0.659193 7:-1 8:1 9:-1 
1 0:0.2 1:0.226891 2:-0.778761 3:-0.493536 4:-0.519839 5:-0.706386 6:-0.564524 7:-1 8:1 9:-1 
0 0:0.214815 1:0.277311 2:-0.752212 3:-0.461307 4:-0.561533 5:-0.557604 6:-0.486796 7:-1 8:-1 9:1 
1 0:0.214815 1:0.243697 2:-0.734513 3:-0.548787 4:-0.639543 5:-0.647136 6:-0.570503 7:-1 8:1 9:-1 
0 0:0.214815 1:0.226891 2:-0.761062 3:-0.423411 4:-0.464022 5:-0.61027 6:-0.544594 7:-1 8:1 9:-1 
1 0:0.214815 1:0.210084 2:-0.743363 3:-0.447848 4:-0.499664 5:-0.579987 6:-0.561535 7:-1 8:1 9:-1 
1 0:0.214815 1:0.243697 2:-0.734513 3:-0.458474 4:-0.545393 5:-0.537854 6:-0.584454 7:-1 8:1 9:-1 
1 0:0.22963 1:0.142857 2:-0.769912 3:-0.605808 4:-0.702757 5:-0.673469 6:-0.664175 7:-1 8:1 9:-1 
1 0:0.22963 1:0.277311 2:-0.752212 3:-0.459536 4:-0.470746 5:-0.60632 6:-0.592427 7:-1 8:1 9:-1 
0 0:0.22963 1:0.361345 2:-0.743363 3:-0.363556 4:-0.484196 5:-0.585253 6:-0.451918 7:-1 8:1 9:-1 
0 0:0.244444 1:0.310924 2:-0.734513 3:-0.418806 4:-0.505716 5:-0.508887 6:-0.532636 7:-1 8:1 9:-1 
1 0:0.244444 1:0.294118 2:-0.769912 3:-0.488932 4:-0.531944 5:-0.608953 6:-0.604385 7:-1 8:1 9:-1 
0 0:0.244444 1:0.243697 2:-0.761062 3:-0.400035 4:-0.562206 5:-0.419355 6:-0.475835 7:-1 8:-1 9:1 
1 0:0.259259 1:0.226891 2:-0.725664 3:-0.47512 4:-0.584398 5:-0.511521 6:-0.542601 7:-1 8:1 9:-1 
1 0:0.259259 1:0.294118 2:-0.734513 3:-0.390119 4:-0.416274 5:-0.608953 6:-0.464873 7:1 8:-1 9:-1 
1 0:0.259259 1:0.294118 2:-0.778761 3:-0.433327 4:-0.517821 5:-0.520737 6:-0.574489 7:-1 8:-1 9:1 
0 0:0.259259 1:0.260504 2:-0.734513 3:-0.412786 4:-0.430397 5:-0.544437 6:-0.566517 7:-1 8:-1 9:1 
1 0:0.274074 1:0.327731 2:-0.761062 3:-0.448557 4:-0.551446 5:-0.514154 6:-0.584454 7:1 8:-1 9:-1 
1 0:0.274074 1:0.327731 2:-0.752212 3:-0.438286 4:-0.546066 5:-0.611587 6:-0.514699 7:-1 8:-1 9:1 
1 0:0.274074 1:0.277311 2:-0.699115 3:-0.400744 4:-0.463349 5:-0.564187 6:-0.504733 7:-1 8:1 9:-1 
0 0:0.274074 1:0.260504 2:-0.743363 3:-0.411369 4:-0.525219 5:-0.62212 6:-0.441953 7:-1 8:1 9:-1 
1 0:0.274074 1:0.310924 2:-0.725664 3:-0.387285 4:-0.503026 5:-0.552337 6:-0.444943 7:-1 8:1 9:-1 
0 0:0.274074 1:0.310924 2:-0.743363 3:-0.47689 4:-0.589778 5:-0.548387 6:-0.639263 7:-1 8:1 9:-1 
1 0:0.288889 1:0.344538 2:-0.707965 3:-0.387285 4:-0.494956 5:-0.526004 6:-0.468859 7:-1 8:-1 9:1 
0 0:0.288889 1:0.243697 2:-0.761062 3:-0.437223 4:-0.511769 5:-0.485188 6:-0.526657 7:-1 8:1 9:-1 
0 0:0.288889 1:0.394958 2:-0.725664 3:-0.210908 4:-0.316745 5:-0.374589 6:-0.325361 7:1 8:-1 9:-1 
1 0:0.288889 1:0.327731 2:-0.778761 3:-0.448911 4:-0.560861 5:-0.506254 6:-0.534629 7:-1 8:1 9:-1 
0 0:0.288889 1:0.394958 2:-0.672566 3:-0.303701 4:-0.497646 5:-0.428571 6:-0.295466 7:-1 8:-1 9:1 
1 0:0.288889 1:0.378151 2:-0.654867 3:-0.295555 4:-0.440484 5:-0.350889 6:-0.0662681 7:1 8:-1 9:-1 
1 0:0.288889 1:0.310924 2:-0.699115 3:-0.433682 4:-0.533961 5:-0.615537 6:-0.504733 7:-1 8:1 9:-1 
0 0:0.288889 1:0.327731 2:-0.761062 3:-0.429786 4:-0.515131 5:-0.537854 6:-0.496761 7:-1 8:1 9:-1 
1 0:0.288889 1:0.277311 2:-0.734513 3:-0.271472 4:-0.381977 5:-0.427255 6:-0.285501 7:1 8:-1 9:-1 
